"HF","RΘgime de financement","HC","Fonction","HP","Prestataire","MEASURE","Mesure","LOCATION","Pays","TIME","AnnΘe","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","PRT","Portugal","2018","2018","PC","Pourcentage","0","Unités",,,9.413,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","PRT","Portugal","2019","2019","PC","Pourcentage","0","Unités",,,9.531,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","PRT","Portugal","2020","2020","PC","Pourcentage","0","Unités",,,10.116,"P","Valeur provisoire"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SVK","République slovaque","2010","2010","PC","Pourcentage","0","Unités",,,7.731,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SVK","République slovaque","2011","2011","PC","Pourcentage","0","Unités",,,7.348,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SVK","République slovaque","2012","2012","PC","Pourcentage","0","Unités",,,7.543,"B","Rupture"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SVK","République slovaque","2013","2013","PC","Pourcentage","0","Unités",,,7.5,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SVK","République slovaque","2014","2014","PC","Pourcentage","0","Unités",,,6.892,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SVK","République slovaque","2015","2015","PC","Pourcentage","0","Unités",,,6.793,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SVK","République slovaque","2016","2016","PC","Pourcentage","0","Unités",,,6.991,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SVK","République slovaque","2017","2017","PC","Pourcentage","0","Unités",,,6.771,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SVK","République slovaque","2018","2018","PC","Pourcentage","0","Unités",,,6.705,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SVK","République slovaque","2019","2019","PC","Pourcentage","0","Unités",,,6.959,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SVK","République slovaque","2020","2020","PC","Pourcentage","0","Unités",,,7.732,"E","Valeur estimée"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ESP","Espagne","2010","2010","PC","Pourcentage","0","Unités",,,9.118,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ESP","Espagne","2011","2011","PC","Pourcentage","0","Unités",,,9.168,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ESP","Espagne","2012","2012","PC","Pourcentage","0","Unités",,,9.156,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ESP","Espagne","2013","2013","PC","Pourcentage","0","Unités",,,9.067,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ESP","Espagne","2014","2014","PC","Pourcentage","0","Unités",,,9.089,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ESP","Espagne","2015","2015","PC","Pourcentage","0","Unités",,,9.126,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ESP","Espagne","2016","2016","PC","Pourcentage","0","Unités",,,8.952,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ESP","Espagne","2017","2017","PC","Pourcentage","0","Unités",,,8.957,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ESP","Espagne","2018","2018","PC","Pourcentage","0","Unités",,,8.99,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ESP","Espagne","2019","2019","PC","Pourcentage","0","Unités",,,9.132,"P","Valeur provisoire"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SWE","Suède","2010","2010","PC","Pourcentage","0","Unités",,,8.32,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SWE","Suède","2011","2011","PC","Pourcentage","0","Unités",,,10.416,"B","Rupture"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SWE","Suède","2012","2012","PC","Pourcentage","0","Unités",,,10.735,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SWE","Suède","2013","2013","PC","Pourcentage","0","Unités",,,10.905,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SWE","Suède","2014","2014","PC","Pourcentage","0","Unités",,,10.948,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SWE","Suède","2015","2015","PC","Pourcentage","0","Unités",,,10.804,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SWE","Suède","2016","2016","PC","Pourcentage","0","Unités",,,10.852,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SWE","Suède","2017","2017","PC","Pourcentage","0","Unités",,,10.785,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SWE","Suède","2018","2018","PC","Pourcentage","0","Unités",,,10.941,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SWE","Suède","2019","2019","PC","Pourcentage","0","Unités",,,10.921,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","SWE","Suède","2020","2020","PC","Pourcentage","0","Unités",,,11.447,"P","Valeur provisoire"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","USA","États-Unis","2010","2010","PC","Pourcentage","0","Unités",,,16.259,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","USA","États-Unis","2011","2011","PC","Pourcentage","0","Unités",,,16.199,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","USA","États-Unis","2012","2012","PC","Pourcentage","0","Unités",,,16.175,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","USA","États-Unis","2013","2013","PC","Pourcentage","0","Unités",,,16.065,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","USA","États-Unis","2014","2014","PC","Pourcentage","0","Unités",,,16.253,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","USA","États-Unis","2015","2015","PC","Pourcentage","0","Unités",,,16.524,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","USA","États-Unis","2016","2016","PC","Pourcentage","0","Unités",,,16.844,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","USA","États-Unis","2017","2017","PC","Pourcentage","0","Unités",,,16.806,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","USA","États-Unis","2018","2018","PC","Pourcentage","0","Unités",,,16.687,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","USA","États-Unis","2019","2019","PC","Pourcentage","0","Unités",,,16.767,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","BRA","Brésil","2010","2010","PC","Pourcentage","0","Unités",,,7.945,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","BRA","Brésil","2011","2011","PC","Pourcentage","0","Unités",,,7.788,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","BRA","Brésil","2012","2012","PC","Pourcentage","0","Unités",,,7.736,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","BRA","Brésil","2013","2013","PC","Pourcentage","0","Unités",,,7.977,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","BRA","Brésil","2014","2014","PC","Pourcentage","0","Unités",,,8.396,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","BRA","Brésil","2015","2015","PC","Pourcentage","0","Unités",,,8.909,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","BRA","Brésil","2016","2016","PC","Pourcentage","0","Unités",,,9.169,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","BRA","Brésil","2017","2017","PC","Pourcentage","0","Unités",,,9.471,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","BRA","Brésil","2018","2018","PC","Pourcentage","0","Unités",,,9.465,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","BRA","Brésil","2019","2019","PC","Pourcentage","0","Unités",,,9.591,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHL","Chili","2010","2010","PC","Pourcentage","0","Unités",,,6.775,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHL","Chili","2011","2011","PC","Pourcentage","0","Unités",,,6.772,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHL","Chili","2012","2012","PC","Pourcentage","0","Unités",,,7.021,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHL","Chili","2013","2013","PC","Pourcentage","0","Unités",,,7.445,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHL","Chili","2014","2014","PC","Pourcentage","0","Unités",,,7.807,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHL","Chili","2015","2015","PC","Pourcentage","0","Unités",,,8.303,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHL","Chili","2016","2016","PC","Pourcentage","0","Unités",,,8.519,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHL","Chili","2017","2017","PC","Pourcentage","0","Unités",,,9.069,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHL","Chili","2018","2018","PC","Pourcentage","0","Unités",,,9.159,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHL","Chili","2019","2019","PC","Pourcentage","0","Unités",,,9.333,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHL","Chili","2020","2020","PC","Pourcentage","0","Unités",,,9.365,"P","Valeur provisoire"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHN","Chine (République populaire de)","2010","2010","PC","Pourcentage","0","Unités",,,4.194,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHN","Chine (République populaire de)","2011","2011","PC","Pourcentage","0","Unités",,,4.309,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHN","Chine (République populaire de)","2012","2012","PC","Pourcentage","0","Unités",,,4.57,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHN","Chine (République populaire de)","2013","2013","PC","Pourcentage","0","Unités",,,4.742,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHN","Chine (République populaire de)","2014","2014","PC","Pourcentage","0","Unités",,,4.8,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHN","Chine (République populaire de)","2015","2015","PC","Pourcentage","0","Unités",,,4.961,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHN","Chine (République populaire de)","2016","2016","PC","Pourcentage","0","Unités",,,4.977,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHN","Chine (République populaire de)","2017","2017","PC","Pourcentage","0","Unités",,,5.047,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CHN","Chine (République populaire de)","2018","2018","PC","Pourcentage","0","Unités",,,5.148,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","COL","Colombie","2010","2010","PC","Pourcentage","0","Unités",,,7.071,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","COL","Colombie","2011","2011","PC","Pourcentage","0","Unités",,,6.781,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","COL","Colombie","2012","2012","PC","Pourcentage","0","Unités",,,6.746,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","COL","Colombie","2013","2013","PC","Pourcentage","0","Unités",,,7.017,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","COL","Colombie","2014","2014","PC","Pourcentage","0","Unités",,,7.186,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","COL","Colombie","2015","2015","PC","Pourcentage","0","Unités",,,7.523,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","COL","Colombie","2016","2016","PC","Pourcentage","0","Unités",,,7.531,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","COL","Colombie","2017","2017","PC","Pourcentage","0","Unités",,,7.679,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","COL","Colombie","2018","2018","PC","Pourcentage","0","Unités",,,7.625,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","COL","Colombie","2019","2019","PC","Pourcentage","0","Unités",,,7.709,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CRI","Costa Rica","2010","2010","PC","Pourcentage","0","Unités",,,8.029,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CRI","Costa Rica","2011","2011","PC","Pourcentage","0","Unités",,,8.112,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CRI","Costa Rica","2012","2012","PC","Pourcentage","0","Unités",,,7.782,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CRI","Costa Rica","2013","2013","PC","Pourcentage","0","Unités",,,7.679,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CRI","Costa Rica","2014","2014","PC","Pourcentage","0","Unités",,,7.662,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CRI","Costa Rica","2015","2015","PC","Pourcentage","0","Unités",,,7.592,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CRI","Costa Rica","2016","2016","PC","Pourcentage","0","Unités",,,7.315,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CRI","Costa Rica","2017","2017","PC","Pourcentage","0","Unités",,,7.045,"B; D","Rupture; Différence de méthodologie"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CRI","Costa Rica","2018","2018","PC","Pourcentage","0","Unités",,,7.296,"B","Rupture"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CRI","Costa Rica","2019","2019","PC","Pourcentage","0","Unités",,,7.274,"B","Rupture"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","EST","Estonie","2010","2010","PC","Pourcentage","0","Unités",,,6.271,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","EST","Estonie","2011","2011","PC","Pourcentage","0","Unités",,,5.767,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","EST","Estonie","2012","2012","PC","Pourcentage","0","Unités",,,5.79,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","EST","Estonie","2013","2013","PC","Pourcentage","0","Unités",,,5.978,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","EST","Estonie","2014","2014","PC","Pourcentage","0","Unités",,,6.081,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","EST","Estonie","2015","2015","PC","Pourcentage","0","Unités",,,6.346,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","EST","Estonie","2016","2016","PC","Pourcentage","0","Unités",,,6.43,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","EST","Estonie","2017","2017","PC","Pourcentage","0","Unités",,,6.592,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","EST","Estonie","2018","2018","PC","Pourcentage","0","Unités",,,6.686,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","EST","Estonie","2019","2019","PC","Pourcentage","0","Unités",,,6.73,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","EST","Estonie","2020","2020","PC","Pourcentage","0","Unités",,,8.052,"P","Valeur provisoire"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","IND","Inde","2010","2010","PC","Pourcentage","0","Unités",,,3.375,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","IND","Inde","2011","2011","PC","Pourcentage","0","Unités",,,3.246,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","IND","Inde","2012","2012","PC","Pourcentage","0","Unités",,,3.329,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","IND","Inde","2013","2013","PC","Pourcentage","0","Unités",,,3.749,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","IND","Inde","2014","2014","PC","Pourcentage","0","Unités",,,3.62,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","IND","Inde","2015","2015","PC","Pourcentage","0","Unités",,,3.598,,
